Order_ID,Order_Date,Product_ID,Region,Quantity,Revenue,Cost,Channel,Profit
1375,2024-09-20,23,South,3,1653,2700,Offline,-1047
1376,2022-04-16,41,West,1,5973,1717,Offline,4256
1377,2024-06-05,40,South,9,2745,5389,Online,-2644
1378,2023-03-04,29,East,1,2186,4670,Offline,-2484
1379,2022-11-13,16,North,9,6335,7851,Online,-1516
1380,2023-09-27,38,East,1,1193,5305,Online,-4112
1381,2022-01-09,28,South,2,8038,7790,Offline,248
1382,2024-02-13,48,North,2,8591,3554,Offline,5037
1383,2022-08-11,38,North,6,6335,739,Offline,5596
1384,2023-07-07,31,North,7,9189,5482,Offline,3707
1385,2023-12-17,14,West,1,7294,6292,Offline,1002
1386,2022-04-21,33,East,3,9304,6146,Online,3158
1387,2022-09-08,9,West,2,9067,5267,Online,3800
1388,2023-01-18,27,North,8,1305,950,Offline,355
1389,2022-01-07,24,East,9,1420,7386,Online,-5966
1390,2023-04-04,13,East,2,4104,333,Online,3771
1391,2022-07-27,26,South,2,1943,3052,Online,-1109
1392,2024-06-18,29,West,9,7548,5262,Offline,2286
1393,2022-01-22,49,West,4,2045,3332,Online,-1287
1394,2023-02-14,43,South,5,1710,5227,Online,-3517
1395,2024-06-13,28,West,9,6712,7944,Online,-1232
1396,2023-05-30,28,North,6,5187,1410,Offline,3777
1397,2024-03-19,8,North,9,5810,3581,Online,2229
1398,2024-05-23,23,West,9,1413,761,Offline,652
1399,2022-01-14,29,South,7,3280,6524,Online,-3244
1400,2024-08-28,5,East,9,9081,621,Offline,8460
1401,2024-09-04,42,West,5,8232,4810,Online,3422
1402,2024-10-10,7,East,5,5487,2174,Offline,3313
1403,2024-11-01,42,South,8,4125,3339,Online,786
1404,2022-03-28,36,East,4,9762,2537,Offline,7225
1405,2024-06-27,41,South,9,7826,4321,Offline,3505
1406,2022-05-02,27,South,7,3070,1556,Online,1514
1407,2024-01-20,46,North,7,4237,2739,Online,1498
1408,2023-11-16,2,North,3,3279,4309,Offline,-1030
1409,2022-11-05,25,South,4,9030,3540,Offline,5490
1410,2023-11-26,9,West,7,2476,7910,Online,-5434
1411,2022-10-15,27,North,5,1294,4563,Offline,-3269
1412,2022-11-03,1,South,3,2222,3602,Online,-1380
1413,2024-07-02,23,East,1,1398,5569,Online,-4171
1414,2023-10-24,10,East,7,602,3011,Offline,-2409
1415,2023-07-03,42,West,6,7953,1709,Online,6244
1416,2022-11-08,25,East,7,2532,2728,Offline,-196
1417,2024-05-22,3,East,2,6672,2132,Online,4540
1418,2024-12-18,6,South,4,2034,2324,Online,-290
1419,2024-07-12,6,East,2,7697,3646,Online,4051
1420,2024-01-25,2,East,8,5070,6036,Online,-966
1421,2022-02-04,18,East,7,7206,5293,Online,1913
1422,2023-03-21,23,East,1,934,4231,Online,-3297
1423,2022-04-03,2,South,2,9949,3211,Online,6738
1424,2022-12-19,12,East,2,8746,6505,Online,2241
1425,2024-06-21,22,West,4,9622,7934,Online,1688
1426,2024-05-11,37,North,3,9003,6971,Online,2032
1427,2022-06-08,20,West,1,7756,5257,Online,2499
1428,2024-08-14,39,North,2,9648,4545,Online,5103
1429,2022-01-24,24,West,9,6961,3513,Offline,3448
1430,2023-02-08,48,North,1,4583,2463,Offline,2120
1431,2024-03-15,20,North,9,6496,5219,Online,1277
1432,2023-05-31,1,North,7,5352,6508,Online,-1156
1433,2024-01-02,1,North,2,3012,1752,Offline,1260
1434,2023-06-16,17,South,2,6028,6753,Online,-725
1435,2024-08-13,1,West,5,1763,3053,Online,-1290
1436,2022-06-01,45,North,5,6451,3201,Online,3250
1437,2024-08-04,30,West,4,3247,5849,Offline,-2602
1438,2023-08-31,41,East,3,7780,3371,Online,4409
1439,2023-02-24,47,North,4,1593,7628,Offline,-6035
1440,2024-05-15,3,West,4,4263,4346,Offline,-83
1441,2023-08-01,46,South,2,7851,605,Online,7246
1442,2022-12-01,11,West,5,732,1684,Offline,-952
1443,2024-07-20,24,North,5,2601,7745,Offline,-5144
1444,2022-10-22,22,East,5,2528,3667,Offline,-1139
1445,2024-01-25,44,West,1,6733,1874,Online,4859
1446,2022-07-05,45,East,6,8426,1172,Online,7254
1447,2023-09-29,26,South,2,2429,468,Offline,1961
1448,2023-06-14,13,West,7,9099,5878,Online,3221
1449,2022-01-21,1,West,4,3840,1903,Offline,1937
1450,2024-06-29,24,South,5,2477,1330,Online,1147
1451,2024-05-16,10,South,5,2913,2034,Online,879
1452,2024-03-04,35,South,5,8526,7599,Offline,927
1453,2022-04-10,24,North,2,5918,7031,Online,-1113
1454,2024-01-22,28,North,5,6525,7205,Offline,-680
1455,2023-04-23,36,West,3,5437,4742,Online,695
1456,2024-07-28,16,West,4,4097,7398,Offline,-3301
1457,2023-06-10,40,West,2,1878,3967,Online,-2089
1458,2022-11-30,16,East,4,1120,5130,Offline,-4010
1459,2022-01-02,17,South,9,1429,1576,Online,-147
1460,2023-01-10,15,West,8,7044,6853,Online,191
1461,2022-10-20,16,South,3,8072,842,Offline,7230
1462,2024-04-16,15,North,1,6326,654,Online,5672
1463,2024-10-01,34,South,1,1474,5108,Offline,-3634
1464,2023-07-07,11,East,6,2189,4336,Online,-2147
1465,2022-11-14,1,East,3,5171,3739,Offline,1432
1466,2023-01-16,15,South,4,7420,883,Offline,6537
1467,2022-01-14,26,East,1,7276,810,Offline,6466
1468,2023-05-19,4,East,8,9417,6976,Offline,2441
1469,2022-08-19,43,North,1,8853,6971,Offline,1882
1470,2022-05-10,5,West,5,8284,1246,Offline,7038
1471,2024-04-17,35,East,6,1158,7995,Offline,-6837
1472,2024-06-09,13,West,2,3397,3773,Offline,-376
1473,2022-01-28,10,South,7,6168,1498,Online,4670
1474,2022-03-07,11,South,7,6725,3171,Online,3554
1475,2022-09-18,18,East,1,3042,4295,Online,-1253
1476,2023-04-05,34,South,4,9766,4221,Online,5545
1477,2022-10-28,39,North,4,3705,4473,Offline,-768
1478,2024-07-07,41,East,5,4544,4835,Offline,-291
1479,2022-10-14,42,East,1,3933,6171,Online,-2238
1480,2024-10-30,50,East,1,7211,6992,Online,219
1481,2023-09-22,23,South,7,7884,3603,Offline,4281
1482,2022-09-27,7,South,9,1377,2747,Online,-1370
1483,2023-08-15,39,East,1,1591,3584,Offline,-1993
1484,2024-04-23,3,West,2,3559,1516,Online,2043
1485,2024-05-11,12,South,6,7507,7144,Offline,363
1486,2022-05-13,7,South,6,5762,1590,Offline,4172
1487,2024-08-29,49,East,2,8013,4521,Online,3492
1488,2023-05-28,26,West,9,2174,6134,Online,-3960
1489,2022-11-09,33,East,4,3326,7277,Offline,-3951
1490,2023-07-30,37,South,7,9909,7849,Online,2060
1491,2024-06-04,48,East,6,3552,6987,Online,-3435
1492,2023-11-18,15,East,3,813,801,Offline,12
1493,2022-06-14,2,East,8,9421,7870,Online,1551
1494,2022-11-01,41,West,7,883,3171,Online,-2288
1495,2022-06-05,7,East,9,6384,7728,Offline,-1344
1496,2023-09-12,32,South,3,2312,686,Offline,1626
1497,2024-08-14,4,East,1,2824,711,Offline,2113
1498,2022-11-30,20,West,2,5748,5765,Online,-17
1499,2024-08-26,50,North,1,3929,2306,Offline,1623
1500,2023-05-26,36,West,5,3791,5513,Online,-1722
1501,2024-11-09,32,East,2,7673,6771,Online,902
1502,2022-10-09,28,North,3,5346,2447,Online,2899
1503,2024-03-07,13,East,8,7267,4168,Online,3099
1504,2024-10-21,1,West,5,727,6904,Offline,-6177
1505,2022-04-29,35,North,4,6573,1638,Online,4935
1506,2024-11-24,48,North,5,6204,6468,Online,-264
1507,2022-07-17,30,East,6,8703,6337,Online,2366
1508,2023-04-30,36,East,7,8265,6937,Offline,1328
1509,2024-12-18,25,West,9,2022,652,Offline,1370
1510,2024-04-16,16,East,1,1191,5264,Offline,-4073
1511,2024-10-05,19,North,4,2239,3488,Online,-1249
1512,2023-11-22,1,South,9,2025,6642,Online,-4617
1513,2024-11-01,5,South,5,569,1602,Offline,-1033
1514,2023-05-05,22,West,8,6751,1146,Offline,5605
1515,2022-10-03,24,East,1,3623,5498,Online,-1875
1516,2023-11-24,43,West,4,5224,5843,Offline,-619
1517,2022-08-30,45,South,9,8149,7821,Online,328
1518,2022-05-06,37,South,1,1787,825,Offline,962
1519,2022-08-05,36,East,1,9267,6984,Online,2283
1520,2024-11-28,36,North,4,5454,6075,Online,-621
1521,2023-05-10,4,East,3,1244,2824,Online,-1580
1522,2023-03-03,36,South,7,6775,2178,Offline,4597
1523,2024-07-07,18,North,3,5076,4405,Offline,671
1524,2022-05-31,50,West,1,5576,3930,Online,1646
1525,2023-01-19,16,South,2,9716,7970,Offline,1746
1526,2022-11-04,41,West,4,1441,5679,Online,-4238
1527,2024-01-16,18,North,1,5550,6967,Offline,-1417
1528,2024-06-10,22,West,1,1267,7253,Offline,-5986
1529,2023-01-10,2,South,8,2938,4109,Online,-1171
1530,2024-10-28,21,East,7,9525,3119,Offline,6406
1531,2022-05-09,36,West,8,9319,6015,Offline,3304
1532,2024-10-11,44,South,4,876,6279,Online,-5403
1533,2023-10-31,39,South,6,589,3207,Online,-2618
1534,2023-06-01,47,North,3,9757,3377,Online,6380
1535,2022-03-27,39,South,8,6566,4130,Online,2436
1536,2022-11-07,29,East,4,9750,1358,Offline,8392
1537,2023-03-03,26,East,3,6075,6618,Offline,-543
1538,2022-04-24,21,West,4,3155,2789,Online,366
1539,2022-10-30,17,West,6,2015,3948,Offline,-1933
1540,2024-01-14,16,West,7,3517,5566,Online,-2049
1541,2023-08-11,31,West,7,8311,5988,Online,2323
1542,2024-09-13,9,East,4,7843,3564,Online,4279
1543,2022-12-11,31,North,8,2073,7480,Offline,-5407
1544,2024-03-24,14,West,7,6097,6323,Offline,-226
1545,2024-03-11,49,North,2,4426,3901,Offline,525
1546,2024-10-21,37,South,8,4296,2593,Online,1703
1547,2024-12-12,2,South,9,9323,974,Online,8349
1548,2024-12-28,48,West,5,1732,2178,Offline,-446
1549,2022-12-27,46,South,4,2764,6557,Offline,-3793
1550,2024-10-06,14,North,4,2547,1311,Offline,1236
1551,2023-12-05,33,North,4,1035,1093,Offline,-58
1552,2023-07-29,35,South,6,8384,532,Online,7852
1553,2023-11-19,39,West,4,7381,6097,Offline,1284
1554,2024-02-20,47,North,7,7878,3327,Offline,4551
1555,2023-08-08,20,North,7,3597,5741,Online,-2144
1556,2023-08-12,2,East,5,9967,3909,Offline,6058
1557,2023-05-04,41,West,5,3573,2473,Offline,1100
1558,2024-08-28,19,East,8,1525,3684,Offline,-2159
1559,2023-05-09,37,South,7,2551,4906,Online,-2355
1560,2022-01-19,18,South,7,4121,5903,Online,-1782
1561,2023-02-01,16,East,6,5063,2628,Offline,2435
1562,2024-09-27,4,West,7,8892,1097,Online,7795
1563,2024-04-30,12,North,7,4903,7421,Offline,-2518
1564,2024-04-01,29,South,2,3823,7346,Offline,-3523
1565,2023-03-31,7,West,2,3858,5702,Online,-1844
1566,2023-12-26,14,West,7,6641,7094,Offline,-453
1567,2024-12-24,12,South,7,5517,3984,Online,1533
1568,2023-12-12,35,South,7,6935,4787,Online,2148
1569,2022-05-23,5,West,5,7821,7990,Online,-169
1570,2024-07-05,17,North,1,3471,4777,Offline,-1306
1571,2024-04-07,42,East,2,9277,6659,Offline,2618
1572,2023-08-28,32,South,9,3845,2889,Offline,956
1573,2022-11-01,10,East,8,6316,5001,Offline,1315
1574,2024-01-06,43,West,8,5104,4511,Online,593
1575,2022-10-18,17,East,1,3924,808,Offline,3116
1576,2022-04-12,5,North,6,4600,7967,Offline,-3367
1577,2024-05-16,45,West,9,9051,6714,Online,2337
1578,2024-08-25,42,North,8,3977,1763,Online,2214
1579,2024-08-31,9,West,3,7682,3662,Offline,4020
1580,2024-04-21,49,North,4,7940,3410,Online,4530
1581,2024-08-19,33,West,3,5158,1347,Offline,3811
1582,2024-07-30,36,North,6,3312,5171,Offline,-1859
1583,2024-10-23,36,West,9,544,5462,Online,-4918
1584,2022-03-26,18,North,8,1133,5589,Online,-4456
1585,2022-11-24,9,West,4,9902,4735,Offline,5167
1586,2024-03-26,29,North,2,7304,468,Offline,6836
1587,2023-03-30,50,South,8,3268,6234,Offline,-2966
1588,2023-09-21,14,East,8,9285,1861,Offline,7424
1589,2023-10-27,25,West,6,8375,7939,Offline,436
1590,2022-01-12,15,North,8,2426,7105,Online,-4679
1591,2022-10-31,6,South,9,1356,6586,Offline,-5230
1592,2024-09-01,42,West,1,6488,3472,Online,3016
1593,2024-02-22,29,West,9,9243,874,Online,8369
1594,2022-02-12,15,West,2,8347,6024,Online,2323
1595,2024-08-01,29,East,1,4638,2042,Offline,2596
1596,2022-12-09,4,North,8,4774,4870,Offline,-96
1597,2023-05-13,18,North,8,1106,4316,Online,-3210
1598,2022-12-30,50,West,4,9363,2658,Online,6705
1599,2024-06-09,49,West,8,5522,7527,Online,-2005
1600,2023-03-03,44,West,7,516,4324,Online,-3808
1601,2024-10-01,39,South,2,6234,7496,Online,-1262
1602,2022-01-21,16,West,5,3373,830,Offline,2543
1603,2023-02-11,11,East,4,8265,1290,Online,6975
1604,2023-09-11,14,North,3,5649,2420,Offline,3229
1605,2024-10-11,3,East,1,5811,5813,Online,-2
1606,2022-12-02,50,West,5,2984,5264,Online,-2280
1607,2023-02-03,42,South,8,6822,2741,Offline,4081
1608,2024-03-03,38,West,9,9307,6177,Offline,3130
1609,2023-12-16,45,West,7,7277,2828,Online,4449
1610,2022-02-20,42,West,1,3705,2820,Offline,885
1611,2022-11-20,18,West,1,4907,4708,Offline,199
1612,2024-02-28,20,West,1,4307,1761,Online,2546
1613,2022-05-21,48,North,2,9216,1251,Online,7965
1614,2023-04-15,25,East,1,3673,6767,Online,-3094
1615,2024-02-26,38,South,4,1973,5408,Offline,-3435
1616,2024-08-21,13,West,9,3838,1264,Online,2574
1617,2024-10-04,4,South,4,5057,2434,Online,2623
1618,2023-01-08,14,North,4,2912,4754,Offline,-1842
1619,2023-05-09,33,East,7,2651,994,Online,1657
1620,2024-01-21,28,West,9,3682,2544,Offline,1138
1621,2022-10-18,37,North,7,9119,3103,Offline,6016
1622,2022-04-16,8,North,1,8662,4211,Online,4451
1623,2023-11-01,44,East,1,5064,3324,Offline,1740
1624,2022-01-02,34,West,4,1514,1708,Offline,-194
1625,2023-08-12,44,East,4,2104,5537,Online,-3433
1626,2023-10-06,5,East,1,1369,4893,Offline,-3524
1627,2022-03-31,5,South,6,7413,5303,Online,2110
1628,2022-12-16,31,South,2,3227,3278,Online,-51
1629,2024-11-28,45,East,5,3352,761,Online,2591
1630,2024-06-27,9,South,8,9577,7963,Online,1614
1631,2022-06-08,42,North,3,3108,1917,Online,1191
1632,2024-08-16,32,East,9,1773,7413,Offline,-5640
1633,2022-11-08,33,West,7,8149,7714,Offline,435
1634,2023-03-21,3,West,9,2455,6677,Offline,-4222
1635,2022-10-25,30,North,1,9278,716,Online,8562
1636,2024-08-09,50,West,5,8892,5886,Online,3006
1637,2022-02-05,12,West,3,5049,5901,Online,-852
1638,2023-07-13,29,East,4,9517,1688,Online,7829
1639,2024-06-09,3,North,4,8802,6596,Offline,2206
1640,2022-05-21,26,East,7,8600,4667,Offline,3933
1641,2024-06-05,30,North,8,3411,4787,Online,-1376
1642,2023-12-27,9,East,5,9599,2894,Online,6705
1643,2024-11-15,26,East,7,6368,5120,Online,1248
1644,2023-06-05,2,South,3,6163,2046,Offline,4117
1645,2022-01-10,3,West,3,1054,3801,Offline,-2747
1646,2024-09-10,46,North,3,8798,6070,Online,2728
1647,2023-01-13,4,West,4,3836,6632,Online,-2796
1648,2023-11-13,25,South,6,6869,3159,Offline,3710
1649,2023-08-07,13,North,5,3034,4278,Offline,-1244
1650,2022-06-01,39,South,8,2726,7719,Online,-4993
1651,2023-12-21,44,West,5,3793,4790,Online,-997
1652,2024-12-08,35,East,5,666,5057,Online,-4391
1653,2024-05-08,23,South,2,4124,1152,Offline,2972
1654,2022-02-19,9,South,5,2847,3590,Online,-743
1655,2023-10-26,2,East,7,1904,7037,Offline,-5133
1656,2023-06-15,41,West,2,6678,6633,Online,45
1657,2024-12-19,44,South,6,3274,6677,Online,-3403
1658,2024-05-06,31,West,7,9517,2011,Online,7506
1659,2022-05-26,44,East,5,9816,6675,Offline,3141
1660,2024-07-03,47,North,9,9260,6801,Online,2459
1661,2024-09-19,2,South,4,4239,2825,Offline,1414
1662,2022-08-30,32,West,1,8518,3946,Online,4572
1663,2023-08-04,18,East,8,4964,7896,Offline,-2932
1664,2023-11-18,13,East,8,8241,2330,Online,5911
1665,2023-04-28,46,South,7,8136,536,Offline,7600
1666,2023-11-04,5,North,8,8520,1356,Online,7164
1667,2023-09-23,42,South,2,7788,2560,Offline,5228
1668,2023-10-23,44,West,3,4594,5991,Offline,-1397
1669,2023-10-24,10,East,9,3430,2726,Online,704
1670,2024-03-15,43,North,1,1263,1325,Offline,-62
1671,2023-02-23,25,West,8,3950,1208,Offline,2742
1672,2024-09-14,34,South,8,3895,749,Online,3146
1673,2023-10-12,37,East,7,4219,868,Offline,3351
1674,2024-08-26,30,South,5,5301,3798,Online,1503
1675,2023-08-13,7,North,4,8912,3160,Online,5752
1676,2023-05-24,6,North,6,2361,6069,Offline,-3708
1677,2023-03-17,3,North,1,9713,2626,Offline,7087
1678,2024-07-09,13,North,5,609,4609,Offline,-4000
1679,2024-02-09,3,North,4,7049,6170,Offline,879
1680,2022-09-20,26,South,4,9390,1608,Offline,7782
1681,2023-09-29,24,North,7,6029,1017,Online,5012
1682,2023-04-04,6,North,9,8799,1269,Online,7530
1683,2024-09-25,43,East,8,9080,3645,Offline,5435
1684,2023-12-01,49,North,8,9116,7478,Offline,1638
1685,2022-10-29,42,East,5,2994,7314,Offline,-4320
1686,2023-07-08,12,East,6,8232,7514,Offline,718
1687,2022-10-15,49,East,2,6259,7982,Offline,-1723
1688,2023-09-13,36,South,3,2027,6061,Online,-4034
1689,2024-10-02,2,South,5,2526,2785,Online,-259
1690,2022-02-05,11,West,2,2355,3955,Online,-1600
1691,2024-01-14,39,West,3,9138,3018,Offline,6120
1692,2022-12-19,34,East,4,2097,1203,Offline,894
1693,2022-03-14,26,South,6,8901,1750,Offline,7151
1694,2023-10-10,18,North,5,1348,1755,Online,-407
1695,2024-12-29,21,West,4,6458,7597,Online,-1139
1696,2023-03-01,36,South,2,4029,7489,Online,-3460
1697,2024-09-25,40,North,5,2418,7335,Online,-4917
1698,2023-12-09,46,North,5,9268,6832,Offline,2436
1699,2023-07-15,44,South,7,6261,4530,Offline,1731
1700,2024-04-07,22,West,1,1188,831,Offline,357
1701,2024-08-13,30,South,4,9481,2567,Offline,6914
1702,2023-06-01,50,West,5,6806,632,Offline,6174
1703,2023-03-04,43,East,8,5572,5549,Offline,23
1704,2022-06-09,30,South,8,1855,7499,Online,-5644
1705,2022-05-29,8,South,1,2187,6021,Offline,-3834
1706,2024-02-15,34,West,5,9041,5844,Offline,3197
1707,2022-03-08,47,West,1,9821,1621,Offline,8200
1708,2024-10-10,9,South,1,4850,5923,Offline,-1073
1709,2023-01-16,20,North,2,7001,4352,Offline,2649
1710,2022-02-27,40,North,2,6586,2008,Offline,4578
1711,2022-12-08,25,North,9,4708,6800,Offline,-2092
1712,2023-12-28,19,East,4,7167,3826,Offline,3341
1713,2024-02-09,5,East,3,1490,700,Online,790
1714,2023-09-06,11,West,1,5790,6407,Online,-617
1715,2022-12-20,15,East,2,1876,7339,Online,-5463
1716,2022-04-26,8,North,6,9918,3930,Offline,5988
1717,2023-10-24,19,South,9,7747,3337,Online,4410
1718,2023-03-29,23,East,5,7702,7152,Offline,550
1719,2022-10-14,27,East,4,9255,4291,Online,4964
1720,2024-10-13,40,North,5,6804,1778,Online,5026
1721,2022-11-07,32,East,9,3387,2214,Offline,1173
1722,2022-07-27,26,West,7,7181,1357,Offline,5824
1723,2023-09-10,27,South,8,8113,6691,Offline,1422
1724,2023-03-22,19,North,4,1840,3293,Offline,-1453
1725,2023-11-01,50,West,8,8472,341,Online,8131
1726,2023-09-25,42,North,6,594,5196,Online,-4602
1727,2022-02-24,29,West,5,3796,2470,Offline,1326
1728,2024-06-30,39,South,7,6398,326,Online,6072
1729,2024-11-01,41,South,6,9640,3833,Online,5807
1730,2023-10-19,33,West,3,3192,2918,Online,274
1731,2024-09-06,19,West,5,4661,1470,Offline,3191
1732,2023-05-30,37,West,9,8626,6939,Offline,1687
1733,2022-08-25,19,West,7,3781,3998,Offline,-217
1734,2022-12-14,33,West,4,1997,6929,Online,-4932
1735,2023-09-19,47,West,7,7553,7927,Offline,-374
1736,2023-09-22,16,South,5,7214,7342,Offline,-128
1737,2022-12-30,23,West,2,8157,1010,Online,7147
1738,2022-11-17,7,East,6,8503,3499,Offline,5004
1739,2022-10-13,26,South,7,8191,2723,Offline,5468
1740,2022-05-29,32,North,8,8606,2318,Offline,6288
1741,2023-02-10,12,South,6,701,5060,Online,-4359
1742,2024-09-04,8,North,8,1998,5178,Offline,-3180
1743,2023-04-01,5,North,7,3586,3198,Online,388
1744,2024-03-10,42,East,2,3090,6375,Online,-3285
1745,2024-10-09,28,West,6,7625,2347,Online,5278
1746,2024-02-23,5,West,9,8360,5502,Online,2858
1747,2023-04-05,49,South,6,5908,1858,Online,4050
1748,2024-01-08,26,West,4,2448,3894,Online,-1446
1749,2023-05-24,5,East,7,4463,2022,Offline,2441
1750,2023-04-26,22,South,3,1193,4352,Offline,-3159
1751,2022-04-24,15,South,5,5863,1951,Online,3912
1752,2024-01-19,13,South,1,6387,7117,Online,-730
1753,2022-12-27,28,West,3,8234,5522,Offline,2712
1754,2022-12-07,33,West,8,6217,2078,Offline,4139
1755,2024-02-09,43,West,9,5793,7986,Offline,-2193
1756,2024-01-31,23,South,9,4551,6805,Online,-2254
1757,2024-08-26,33,South,2,2791,983,Online,1808
1758,2023-03-25,43,North,4,3198,1579,Offline,1619
1759,2024-04-14,18,North,5,9702,2594,Online,7108
1760,2022-11-07,50,West,3,1541,2310,Online,-769
1761,2022-09-19,30,South,1,2057,1515,Online,542
1762,2023-02-10,26,West,6,1707,6045,Online,-4338
1763,2022-05-23,16,West,2,4121,2882,Offline,1239
1764,2022-12-08,13,North,9,3852,2193,Online,1659
1765,2022-09-01,39,East,1,7955,613,Online,7342
1766,2023-05-05,33,West,9,2178,7743,Online,-5565
1767,2022-01-12,26,East,7,9472,4294,Online,5178
1768,2023-07-15,48,East,2,7252,5792,Offline,1460
1769,2022-02-11,1,South,6,1445,743,Online,702
1770,2023-11-09,49,South,8,3928,1971,Online,1957
1771,2023-08-17,38,West,2,8473,3216,Offline,5257
1772,2022-05-14,2,North,5,7668,3566,Online,4102
1773,2024-12-26,49,North,6,9239,7725,Online,1514
1774,2024-10-27,6,West,3,3484,6209,Online,-2725
1775,2024-08-05,46,West,2,3090,4977,Online,-1887
1776,2022-03-14,50,North,6,2297,7314,Offline,-5017
1777,2023-02-03,38,East,3,5543,5779,Offline,-236
1778,2023-08-01,42,West,2,2757,4943,Offline,-2186
1779,2024-05-08,24,East,1,2697,5527,Online,-2830
1780,2022-05-10,18,West,8,8722,3395,Online,5327
1781,2024-07-19,27,West,1,9303,4860,Offline,4443
1782,2022-09-23,41,East,5,4897,5441,Offline,-544
1783,2024-03-03,8,East,6,3412,6945,Online,-3533
1784,2022-09-10,28,North,3,9374,7294,Online,2080
1785,2024-04-01,10,West,7,8948,2164,Online,6784
1786,2022-06-13,17,South,2,9631,1015,Online,8616
1787,2022-04-05,29,South,7,6652,1191,Online,5461
1788,2024-04-12,6,West,2,7672,4107,Online,3565
1789,2022-12-02,14,West,5,3394,800,Online,2594
1790,2024-04-01,22,West,7,3685,3082,Online,603
1791,2022-08-26,6,East,3,9468,2940,Online,6528
1792,2023-01-16,26,South,4,3232,4802,Online,-1570
1793,2024-06-17,39,South,1,9423,1653,Offline,7770
1794,2023-04-28,12,South,3,5824,1002,Online,4822
1795,2024-06-20,35,West,9,9661,2633,Online,7028
1796,2024-11-14,14,East,5,8349,2494,Online,5855
1797,2023-04-27,22,West,8,8794,7237,Offline,1557
1798,2024-07-05,23,North,2,1583,2309,Online,-726
1799,2024-09-20,48,North,3,5705,683,Offline,5022
1800,2024-08-21,7,South,7,5362,2358,Online,3004
1801,2023-06-21,40,West,4,3570,2623,Offline,947
1802,2024-11-01,50,North,9,9063,1185,Offline,7878
1803,2022-05-08,25,North,7,9370,1891,Online,7479
1804,2022-04-02,13,West,1,701,5359,Offline,-4658
1805,2023-06-27,21,East,4,588,4698,Offline,-4110
1806,2024-04-25,41,West,6,6799,2551,Online,4248
1807,2024-09-15,10,West,6,8879,4740,Online,4139
1808,2023-03-23,9,East,6,5671,2083,Online,3588
1809,2023-01-25,15,South,5,2054,5221,Online,-3167
1810,2023-11-03,2,South,3,6099,5685,Online,414
1811,2022-02-12,25,South,2,8921,4417,Online,4504
1812,2022-09-11,13,East,3,554,7282,Offline,-6728
1813,2024-12-19,34,North,9,4866,2883,Offline,1983
1814,2023-10-25,34,East,3,4531,2029,Online,2502
1815,2023-04-12,35,West,3,9815,5515,Online,4300
1816,2022-10-14,38,East,1,3640,7424,Online,-3784
1817,2024-10-07,3,North,2,8578,5864,Online,2714
1818,2024-02-17,42,North,3,2052,562,Offline,1490
1819,2022-12-11,6,West,2,8295,2931,Offline,5364
1820,2023-10-04,48,South,8,5771,7456,Online,-1685
1821,2023-01-17,49,North,6,615,4126,Offline,-3511
1822,2023-11-21,19,North,7,4113,2730,Offline,1383
1823,2024-12-15,3,North,1,6872,5969,Online,903
1824,2023-04-02,18,West,6,9051,7360,Online,1691
1825,2024-09-09,39,North,2,8719,691,Offline,8028
1826,2022-03-24,9,South,6,4337,3236,Online,1101
1827,2022-05-29,12,West,3,4033,3972,Online,61
1828,2022-07-09,5,South,7,6331,839,Online,5492
1829,2024-06-01,3,North,3,6463,1415,Offline,5048
1830,2022-09-20,11,North,9,1794,7009,Offline,-5215
1831,2023-02-04,30,South,3,6470,5578,Offline,892
1832,2024-02-03,4,West,7,8050,1183,Offline,6867
1833,2023-09-01,5,West,4,2575,4623,Online,-2048
1834,2024-02-24,1,South,8,7866,6916,Online,950
1835,2022-04-11,27,North,2,5707,2719,Offline,2988
1836,2024-03-30,28,East,8,6317,1699,Offline,4618
1837,2024-03-30,29,South,9,2278,1876,Online,402
1838,2023-02-24,18,South,8,873,2384,Offline,-1511
1839,2022-05-04,12,South,6,8057,6353,Offline,1704
1840,2023-02-26,13,North,1,9823,5086,Offline,4737
1841,2024-12-22,41,West,7,2073,7287,Offline,-5214
1842,2024-02-07,2,North,1,6526,5456,Offline,1070
1843,2023-04-28,37,South,7,4944,6544,Offline,-1600
1844,2023-06-03,45,North,2,1287,5609,Offline,-4322
1845,2022-06-04,16,North,8,2045,1835,Online,210
1846,2022-04-02,48,South,2,9061,5053,Online,4008
1847,2024-09-08,24,North,3,4874,389,Online,4485
1848,2023-03-31,35,East,3,5947,7473,Offline,-1526
1849,2023-08-21,22,North,1,4555,7348,Online,-2793
1850,2023-05-25,36,North,5,1106,5558,Online,-4452
1851,2023-01-21,11,West,5,3076,4490,Online,-1414
1852,2023-02-09,46,West,5,7069,1954,Online,5115
1853,2022-09-03,29,South,9,4624,2201,Offline,2423
1854,2024-01-12,35,South,6,5551,2979,Online,2572
1855,2023-10-23,48,West,6,822,7853,Online,-7031
1856,2023-10-12,15,East,3,1083,2470,Online,-1387
1857,2024-06-19,31,North,5,5889,7752,Online,-1863
1858,2022-03-06,42,East,7,9347,665,Offline,8682
1859,2024-11-02,41,East,3,5381,4260,Offline,1121
1860,2022-08-01,43,West,2,8914,7134,Online,1780
1861,2022-08-30,16,South,5,2622,5909,Online,-3287
1862,2023-05-08,10,North,3,8199,2672,Online,5527
