Customer_ID,Age_Group,Gender,Region,Customer_Type
938,18-25,Female,West,New
939,18-25,Male,East,Repeat
940,26-35,Male,North,New
941,46-60,Female,South,New
942,36-45,Female,South,New
943,36-45,Male,North,New
944,26-35,Male,South,Repeat
945,26-35,Male,West,New
946,18-25,Male,South,Repeat
947,26-35,Male,East,Repeat
948,36-45,Male,North,Repeat
949,36-45,Male,North,New
950,36-45,Female,North,Repeat
951,18-25,Male,North,Repeat
952,46-60,Male,East,New
953,46-60,Female,West,Repeat
954,18-25,Male,West,New
955,36-45,Male,West,New
956,36-45,Female,South,Repeat
957,18-25,Male,West,New
958,18-25,Female,South,Repeat
959,26-35,Female,East,New
960,18-25,Female,South,Repeat
961,46-60,Female,West,New
962,18-25,Female,North,New
963,36-45,Female,East,Repeat
964,36-45,Female,West,Repeat
965,36-45,Male,West,Repeat
966,46-60,Female,West,Repeat
967,46-60,Female,East,New
968,26-35,Male,North,Repeat
969,18-25,Male,North,Repeat
970,26-35,Female,North,Repeat
971,18-25,Female,West,New
972,18-25,Female,South,Repeat
973,46-60,Female,West,Repeat
974,36-45,Male,North,Repeat
975,18-25,Male,East,New
976,46-60,Female,South,Repeat
977,26-35,Male,South,Repeat
978,36-45,Male,West,New
979,26-35,Male,East,Repeat
980,26-35,Male,South,Repeat
981,46-60,Female,North,New
982,36-45,Male,West,New
983,18-25,Male,West,New
984,26-35,Female,North,New
985,18-25,Male,North,New
986,36-45,Female,North,New
987,46-60,Female,South,New
988,46-60,Male,East,Repeat
989,46-60,Male,South,Repeat
990,18-25,Female,East,Repeat
991,18-25,Male,West,Repeat
992,36-45,Female,East,New
993,18-25,Female,North,Repeat
994,46-60,Male,South,New
995,26-35,Female,North,Repeat
996,26-35,Female,West,New
997,26-35,Male,South,New
998,46-60,Male,South,New
999,18-25,Female,North,Repeat
1000,26-35,Male,South,New
1001,18-25,Female,North,New
1002,18-25,Male,East,New
1003,46-60,Female,West,Repeat
1004,18-25,Male,North,Repeat
1005,18-25,Male,West,Repeat
1006,46-60,Male,South,Repeat
1007,36-45,Male,West,Repeat
1008,26-35,Male,West,New
1009,26-35,Female,West,New
1010,18-25,Female,South,Repeat
1011,36-45,Male,East,Repeat
1012,46-60,Female,East,Repeat
1013,18-25,Male,East,Repeat
1014,46-60,Female,North,Repeat
1015,26-35,Female,North,Repeat
1016,46-60,Female,South,Repeat
1017,26-35,Male,East,New
1018,46-60,Male,West,New
1019,46-60,Female,East,Repeat
1020,36-45,Female,North,New
1021,46-60,Female,South,New
1022,18-25,Female,East,Repeat
1023,36-45,Male,North,Repeat
1024,18-25,Male,North,Repeat
1025,46-60,Female,West,Repeat
1026,46-60,Male,East,New
1027,36-45,Female,West,Repeat
1028,26-35,Male,East,Repeat
1029,36-45,Female,South,Repeat
1030,26-35,Male,East,Repeat
1031,26-35,Female,West,New
1032,46-60,Male,West,New
1033,18-25,Female,North,Repeat
1034,36-45,Male,East,Repeat
1035,36-45,Female,East,New
1036,46-60,Female,South,Repeat
1037,46-60,Male,North,Repeat
1038,36-45,Male,West,Repeat
1039,36-45,Male,East,Repeat
1040,18-25,Female,North,Repeat
1041,46-60,Female,South,Repeat
1042,18-25,Female,North,Repeat
1043,46-60,Male,East,New
1044,46-60,Female,East,New
1045,18-25,Male,South,New
1046,26-35,Female,South,Repeat
1047,26-35,Female,South,Repeat
1048,26-35,Female,West,Repeat
1049,46-60,Male,North,New
1050,18-25,Female,North,New
1051,26-35,Female,North,New
1052,36-45,Male,West,New
1053,26-35,Female,North,New
1054,18-25,Male,South,New
1055,46-60,Female,North,New
1056,18-25,Female,West,Repeat
1057,46-60,Male,West,New
1058,18-25,Female,North,Repeat
1059,18-25,Male,West,Repeat
1060,36-45,Male,West,New
1061,26-35,Female,North,Repeat
1062,26-35,Female,West,New
1063,18-25,Female,West,New
1064,26-35,Female,North,Repeat
1065,36-45,Female,South,Repeat
1066,18-25,Male,South,Repeat
1067,26-35,Male,West,Repeat
1068,26-35,Male,East,Repeat
1069,46-60,Male,East,New
1070,26-35,Male,North,Repeat
1071,26-35,Female,North,Repeat
1072,46-60,Male,South,New
1073,18-25,Male,East,Repeat
1074,18-25,Female,North,New
1075,36-45,Female,East,Repeat
1076,46-60,Female,East,Repeat
1077,18-25,Female,West,New
1078,26-35,Male,West,Repeat
1079,26-35,Female,East,Repeat
1080,26-35,Male,South,Repeat
1081,36-45,Female,North,New
1082,18-25,Female,North,New
1083,46-60,Male,South,Repeat
1084,18-25,Male,West,New
1085,46-60,Female,West,Repeat
1086,46-60,Male,South,Repeat
1087,18-25,Female,South,New
1088,26-35,Female,West,New
1089,26-35,Male,East,Repeat
1090,46-60,Male,West,New
1091,26-35,Male,East,Repeat
1092,36-45,Female,North,New
1093,36-45,Male,North,New
1094,46-60,Male,East,Repeat
1095,26-35,Female,East,Repeat
1096,46-60,Male,West,Repeat
1097,36-45,Male,South,New
1098,36-45,Male,East,Repeat
1099,36-45,Male,North,Repeat
1100,18-25,Female,West,Repeat
1101,36-45,Male,North,Repeat
1102,26-35,Female,West,New
1103,18-25,Female,South,Repeat
1104,36-45,Male,South,Repeat
1105,26-35,Female,North,Repeat
1106,36-45,Male,East,Repeat
1107,26-35,Female,East,Repeat
1108,26-35,Male,North,New
1109,36-45,Female,East,Repeat
1110,36-45,Female,East,New
1111,18-25,Female,North,Repeat
1112,36-45,Female,North,New
1113,26-35,Female,South,Repeat
1114,46-60,Female,North,Repeat
1115,18-25,Male,South,New
1116,26-35,Female,South,Repeat
1117,26-35,Male,West,Repeat
1118,46-60,Female,East,New
1119,36-45,Male,North,New
1120,26-35,Female,East,New
1121,46-60,Female,West,New
1122,46-60,Female,North,Repeat
1123,36-45,Female,North,Repeat
1124,46-60,Female,West,Repeat
1125,46-60,Female,East,Repeat
1126,46-60,Female,South,Repeat
1127,46-60,Female,West,Repeat
1128,46-60,Male,West,Repeat
1129,46-60,Male,North,New
1130,26-35,Female,South,New
1131,18-25,Male,West,New
1132,36-45,Female,East,Repeat
1133,18-25,Male,West,New
1134,36-45,Female,East,New
1135,18-25,Male,North,Repeat
1136,36-45,Male,West,Repeat
1137,46-60,Female,East,Repeat
1138,18-25,Male,North,Repeat
1139,18-25,Female,North,New
1140,36-45,Female,North,Repeat
1141,36-45,Male,West,New
1142,26-35,Female,North,Repeat
1143,46-60,Male,North,Repeat
1144,46-60,Male,East,Repeat
1145,26-35,Male,North,Repeat
1146,36-45,Male,West,Repeat
1147,46-60,Male,South,Repeat
1148,36-45,Male,North,Repeat
1149,46-60,Female,West,Repeat
1150,18-25,Male,North,Repeat
1151,18-25,Male,West,Repeat
1152,46-60,Male,North,New
1153,46-60,Female,East,Repeat
1154,46-60,Female,South,Repeat
1155,26-35,Female,South,Repeat
1156,46-60,Male,West,Repeat
1157,26-35,Male,West,New
1158,26-35,Male,South,New
1159,18-25,Female,East,New
1160,46-60,Female,East,Repeat
1161,18-25,Female,North,New
1162,18-25,Male,East,Repeat
1163,26-35,Male,South,New
1164,36-45,Female,South,New
1165,26-35,Male,East,New
1166,18-25,Female,East,New
1167,26-35,Female,South,New
1168,26-35,Female,South,Repeat
1169,26-35,Male,South,New
1170,46-60,Female,South,New
1171,26-35,Female,South,Repeat
1172,18-25,Male,East,New
1173,26-35,Male,East,Repeat
1174,46-60,Female,North,Repeat
1175,18-25,Male,North,Repeat
1176,26-35,Male,West,Repeat
1177,18-25,Male,North,New
1178,46-60,Male,East,Repeat
1179,36-45,Female,North,Repeat
1180,46-60,Male,North,New
1181,46-60,Female,East,New
1182,18-25,Male,South,Repeat
1183,18-25,Male,East,New
1184,36-45,Female,East,Repeat
1185,36-45,Male,West,Repeat
1186,36-45,Male,West,New
1187,46-60,Female,West,New
1188,46-60,Female,South,New
1189,36-45,Female,North,Repeat
1190,36-45,Male,West,New
1191,36-45,Male,East,Repeat
1192,26-35,Male,West,Repeat
1193,26-35,Female,East,Repeat
1194,36-45,Male,South,New
1195,46-60,Female,West,Repeat
1196,18-25,Female,East,New
1197,46-60,Female,North,New
1198,18-25,Female,South,New
1199,36-45,Female,East,Repeat
1200,26-35,Male,North,Repeat
1201,26-35,Female,North,New
1202,18-25,Female,East,Repeat
1203,36-45,Female,West,New
1204,26-35,Female,North,Repeat
1205,36-45,Male,South,New
1206,36-45,Male,North,Repeat
1207,18-25,Male,West,Repeat
1208,36-45,Female,South,Repeat
1209,36-45,Male,South,New
1210,18-25,Male,South,Repeat
1211,26-35,Female,East,Repeat
1212,46-60,Female,North,New
1213,36-45,Female,West,New
1214,18-25,Female,East,Repeat
1215,26-35,Female,East,Repeat
1216,36-45,Male,South,New
1217,46-60,Male,East,Repeat
1218,26-35,Male,North,Repeat
1219,18-25,Male,East,Repeat
1220,36-45,Male,East,Repeat
1221,18-25,Female,South,Repeat
1222,46-60,Male,South,New
1223,46-60,Male,East,Repeat
1224,18-25,Male,South,Repeat
1225,36-45,Male,West,Repeat
1226,18-25,Male,West,New
1227,26-35,Female,West,Repeat
1228,18-25,Female,East,Repeat
1229,46-60,Male,North,New
1230,36-45,Female,North,Repeat
1231,36-45,Male,South,New
1232,46-60,Male,North,Repeat
1233,46-60,Female,North,Repeat
1234,26-35,Female,East,Repeat
1235,46-60,Female,South,Repeat
1236,46-60,Male,North,New
1237,46-60,Male,West,New
1238,36-45,Male,South,Repeat
1239,46-60,Female,South,Repeat
1240,18-25,Female,South,Repeat
1241,18-25,Male,West,New
1242,36-45,Female,North,Repeat
1243,26-35,Female,West,Repeat
1244,26-35,Male,South,New
1245,36-45,Female,South,New
1246,18-25,Female,East,Repeat
1247,36-45,Male,East,Repeat
1248,46-60,Male,East,Repeat
1249,36-45,Male,East,Repeat
1250,26-35,Female,South,New
1251,18-25,Male,West,Repeat
1252,26-35,Female,East,New
1253,26-35,Male,West,Repeat
1254,18-25,Male,East,New
1255,46-60,Male,North,Repeat
1256,18-25,Female,East,Repeat
1257,18-25,Male,West,New
1258,36-45,Male,East,New
1259,18-25,Female,North,Repeat
1260,36-45,Female,West,Repeat
1261,26-35,Male,West,Repeat
1262,18-25,Male,West,Repeat
1263,46-60,Male,South,New
1264,36-45,Female,West,New
1265,36-45,Female,South,Repeat
1266,46-60,Male,North,Repeat
1267,36-45,Male,West,Repeat
1268,36-45,Male,West,Repeat
1269,46-60,Male,West,Repeat
1270,26-35,Female,North,New
1271,18-25,Female,South,New
1272,18-25,Female,East,New
1273,18-25,Male,North,New
1274,18-25,Male,North,Repeat
1275,18-25,Female,North,Repeat
1276,18-25,Male,South,Repeat
1277,36-45,Female,South,Repeat
1278,18-25,Male,South,Repeat
1279,36-45,Male,South,Repeat
1280,46-60,Male,South,Repeat
1281,26-35,Female,West,New
1282,36-45,Male,East,Repeat
1283,26-35,Male,East,New
1284,46-60,Female,South,Repeat
1285,18-25,Male,South,New
1286,26-35,Male,West,Repeat
1287,26-35,Female,South,New
1288,46-60,Male,West,Repeat
1289,46-60,Female,West,Repeat
1290,46-60,Male,North,Repeat
1291,36-45,Male,North,Repeat
1292,36-45,Female,South,Repeat
1293,26-35,Male,West,Repeat
1294,46-60,Female,South,New
1295,26-35,Male,North,New
1296,18-25,Female,North,New
1297,46-60,Male,North,Repeat
1298,36-45,Male,North,Repeat
1299,46-60,Male,North,New
1300,26-35,Male,South,Repeat
1301,36-45,Male,South,Repeat
1302,18-25,Female,North,New
1303,18-25,Male,South,Repeat
1304,26-35,Female,North,New
1305,46-60,Female,North,Repeat
1306,18-25,Male,North,Repeat
1307,26-35,Male,South,New
1308,36-45,Male,South,Repeat
1309,36-45,Female,West,New
1310,26-35,Male,South,New
1311,46-60,Male,South,Repeat
1312,46-60,Male,East,New
1313,46-60,Male,North,New
1314,46-60,Male,North,New
1315,26-35,Male,South,Repeat
1316,26-35,Female,South,New
1317,36-45,Male,West,Repeat
1318,36-45,Female,East,New
1319,46-60,Female,North,New
1320,18-25,Male,North,Repeat
1321,18-25,Male,South,New
1322,36-45,Female,South,Repeat
1323,36-45,Male,East,Repeat
1324,26-35,Male,North,Repeat
1325,36-45,Male,East,New
1326,36-45,Male,North,Repeat
1327,46-60,Female,South,New
1328,18-25,Female,East,Repeat
1329,18-25,Female,West,Repeat
1330,26-35,Male,South,Repeat
1331,18-25,Female,West,New
1332,46-60,Female,West,New
1333,46-60,Female,West,Repeat
1334,26-35,Male,North,New
1335,36-45,Male,West,Repeat
1336,36-45,Male,North,New
1337,46-60,Male,East,Repeat
1338,26-35,Male,South,Repeat
1339,46-60,Female,North,New
1340,18-25,Female,North,Repeat
1341,18-25,Male,East,New
1342,46-60,Male,East,New
1343,36-45,Female,South,New
1344,18-25,Female,East,New
1345,26-35,Male,North,New
1346,36-45,Male,South,Repeat
1347,18-25,Male,South,Repeat
1348,46-60,Female,South,New
1349,36-45,Female,West,Repeat
1350,36-45,Male,West,Repeat
1351,18-25,Male,North,Repeat
1352,26-35,Female,West,Repeat
1353,18-25,Female,East,New
1354,18-25,Female,South,Repeat
1355,18-25,Male,North,Repeat
1356,18-25,Male,East,New
1357,18-25,Male,South,Repeat
1358,46-60,Male,East,New
1359,18-25,Female,West,Repeat
1360,26-35,Female,East,New
1361,36-45,Male,West,Repeat
1362,46-60,Male,East,Repeat
1363,26-35,Male,North,New
1364,18-25,Male,West,New
1365,26-35,Male,West,Repeat
1366,36-45,Male,South,Repeat
1367,26-35,Male,West,Repeat
1368,18-25,Male,South,Repeat
1369,36-45,Male,West,Repeat
1370,18-25,Male,West,New
1371,18-25,Female,West,Repeat
1372,46-60,Female,West,New
1373,36-45,Female,South,New
1374,36-45,Female,North,Repeat
1375,18-25,Male,East,Repeat
1376,26-35,Female,West,New
1377,36-45,Female,West,Repeat
1378,26-35,Female,North,Repeat
1379,26-35,Female,South,New
1380,36-45,Female,East,Repeat
1381,26-35,Male,North,Repeat
1382,36-45,Female,North,Repeat
1383,46-60,Female,North,Repeat
1384,36-45,Male,North,New
1385,36-45,Female,West,Repeat
1386,36-45,Male,East,Repeat
1387,46-60,Female,West,Repeat
1388,26-35,Male,North,New
1389,46-60,Male,East,Repeat
1390,26-35,Male,North,Repeat
1391,36-45,Female,South,Repeat
1392,36-45,Female,North,New
1393,46-60,Male,North,Repeat
1394,46-60,Male,South,Repeat
1395,46-60,Male,West,Repeat
1396,46-60,Male,East,New
1397,36-45,Male,North,Repeat
1398,36-45,Male,North,Repeat
1399,18-25,Male,South,New
1400,46-60,Male,East,New
1401,46-60,Male,South,New
1402,26-35,Male,North,New
1403,26-35,Female,West,Repeat
1404,36-45,Male,West,New
1405,18-25,Female,East,New
1406,46-60,Male,North,Repeat
1407,18-25,Female,South,Repeat
1408,18-25,Male,North,New
1409,36-45,Female,South,Repeat
1410,18-25,Male,South,New
1411,46-60,Male,East,New
1412,36-45,Male,South,Repeat
1413,18-25,Female,East,Repeat
1414,36-45,Male,West,Repeat
1415,36-45,Male,East,Repeat
1416,26-35,Male,East,Repeat
1417,36-45,Female,East,Repeat
1418,18-25,Female,West,Repeat
1419,26-35,Male,East,Repeat
1420,46-60,Male,South,Repeat
1421,46-60,Female,South,New
1422,46-60,Female,East,New
1423,46-60,Male,South,New
1424,46-60,Male,East,Repeat
1425,18-25,Male,West,Repeat
1426,36-45,Female,South,Repeat
1427,26-35,Female,East,New
1428,36-45,Male,North,Repeat
1429,36-45,Female,West,New
1430,18-25,Female,North,Repeat
1431,18-25,Male,East,Repeat
1432,18-25,Male,South,Repeat
1433,26-35,Male,East,New
1434,18-25,Female,South,New
1435,36-45,Female,East,New
1436,26-35,Male,East,New
1437,18-25,Female,South,Repeat
1438,18-25,Female,South,New
1439,18-25,Female,East,Repeat
1440,36-45,Female,North,Repeat
1441,18-25,Male,West,Repeat
1442,36-45,Female,North,New
1443,26-35,Male,North,Repeat
1444,18-25,Female,North,Repeat
1445,46-60,Male,North,Repeat
1446,46-60,Female,South,New
1447,36-45,Male,North,Repeat
1448,18-25,Male,West,New
1449,18-25,Female,South,Repeat
1450,46-60,Female,North,Repeat
1451,26-35,Male,South,New
1452,26-35,Female,North,New
1453,36-45,Male,North,Repeat
1454,46-60,Male,West,New
1455,36-45,Male,South,Repeat
1456,36-45,Male,South,Repeat
1457,26-35,Female,East,New
1458,46-60,Female,North,New
1459,36-45,Female,North,New
1460,26-35,Female,West,Repeat
1461,26-35,Female,West,Repeat
1462,18-25,Male,South,Repeat
1463,46-60,Female,West,Repeat
1464,46-60,Female,South,Repeat
1465,18-25,Female,North,New
1466,36-45,Male,North,Repeat
1467,26-35,Female,South,New
1468,26-35,Female,West,New
1469,26-35,Female,West,Repeat
1470,18-25,Female,South,Repeat
1471,26-35,Female,North,New
1472,36-45,Male,South,Repeat
1473,36-45,Female,West,Repeat
1474,18-25,Female,South,Repeat
1475,36-45,Female,North,New
1476,46-60,Male,East,New
1477,46-60,Female,South,Repeat
1478,26-35,Female,East,Repeat
1479,26-35,Male,South,Repeat
1480,46-60,Female,West,Repeat
1481,36-45,Male,West,Repeat
1482,18-25,Female,East,Repeat
1483,26-35,Male,South,Repeat
1484,26-35,Male,West,Repeat
1485,46-60,Male,East,Repeat
1486,46-60,Male,East,New
1487,18-25,Female,South,Repeat
1488,26-35,Male,West,Repeat
1489,36-45,Male,East,New
1490,36-45,Female,North,Repeat
1491,46-60,Female,North,New
1492,18-25,Male,West,New
1493,46-60,Male,West,Repeat
1494,18-25,Female,North,New
1495,36-45,Male,East,Repeat
1496,18-25,Female,South,New
1497,36-45,Female,East,Repeat
1498,18-25,Male,West,New
1499,46-60,Female,West,Repeat
1500,36-45,Female,South,Repeat
1501,26-35,Male,East,New
1502,26-35,Female,South,New
1503,36-45,Female,East,Repeat
1504,26-35,Male,East,New
1505,36-45,Female,North,New
1506,46-60,Female,East,New
1507,46-60,Male,West,Repeat
1508,18-25,Female,West,Repeat
1509,26-35,Female,West,Repeat
1510,26-35,Female,North,Repeat
1511,26-35,Female,South,New
1512,36-45,Male,West,Repeat
1513,46-60,Female,West,New
1514,26-35,Male,South,Repeat
1515,18-25,Female,North,New
1516,26-35,Male,East,Repeat
1517,18-25,Female,South,Repeat
1518,26-35,Male,East,New
1519,26-35,Male,East,Repeat
1520,46-60,Female,East,New
1521,18-25,Female,South,Repeat
1522,26-35,Male,South,Repeat
1523,18-25,Male,East,New
1524,18-25,Male,North,New
1525,46-60,Male,North,Repeat
1526,46-60,Male,North,Repeat
1527,18-25,Male,West,Repeat
1528,46-60,Female,East,Repeat
1529,26-35,Female,West,New
1530,26-35,Male,North,Repeat
1531,46-60,Male,South,Repeat
1532,18-25,Female,North,New
1533,26-35,Male,West,New
1534,36-45,Male,West,Repeat
1535,18-25,Female,North,Repeat
1536,18-25,Female,East,New
1537,36-45,Male,South,Repeat
1538,36-45,Female,South,Repeat
1539,18-25,Male,North,New
1540,36-45,Female,East,Repeat
1541,46-60,Male,East,New
1542,46-60,Male,North,New
1543,18-25,Male,South,Repeat
1544,46-60,Male,South,Repeat
1545,26-35,Female,South,Repeat
1546,46-60,Female,East,Repeat
1547,46-60,Female,North,New
1548,36-45,Male,East,Repeat
1549,46-60,Female,South,Repeat
1550,18-25,Male,East,New
1551,46-60,Male,South,Repeat
1552,46-60,Female,North,Repeat
1553,18-25,Female,South,Repeat
1554,18-25,Male,West,Repeat
1555,36-45,Male,West,Repeat
1556,26-35,Female,North,Repeat
1557,46-60,Female,East,New
1558,26-35,Female,East,Repeat
1559,36-45,Female,East,Repeat
1560,18-25,Female,South,New
1561,18-25,Male,West,Repeat
1562,18-25,Male,North,New
1563,36-45,Male,East,Repeat
1564,46-60,Female,East,Repeat
1565,36-45,Male,North,New
1566,18-25,Female,South,New
1567,46-60,Female,East,Repeat
1568,18-25,Female,South,New
1569,18-25,Male,South,Repeat
1570,36-45,Male,South,New
1571,36-45,Male,East,New
1572,26-35,Male,East,New
1573,18-25,Female,North,New
1574,46-60,Female,North,Repeat
1575,18-25,Male,South,Repeat
1576,46-60,Male,East,Repeat
1577,26-35,Female,South,Repeat
1578,18-25,Male,North,Repeat
1579,46-60,Male,South,New
1580,46-60,Female,West,New
1581,26-35,Male,South,New
1582,36-45,Male,East,Repeat
1583,26-35,Male,South,Repeat
1584,46-60,Female,South,Repeat
1585,26-35,Male,East,Repeat
1586,36-45,Male,West,New
1587,18-25,Female,East,Repeat
1588,26-35,Female,North,Repeat
1589,26-35,Female,West,New
1590,18-25,Female,West,Repeat
1591,26-35,Female,East,Repeat
1592,36-45,Female,South,Repeat
1593,46-60,Female,North,Repeat
1594,26-35,Male,North,Repeat
1595,18-25,Female,West,Repeat
1596,18-25,Female,North,Repeat
1597,26-35,Female,West,New
1598,18-25,Male,West,New
1599,46-60,Male,North,New
1600,46-60,Female,West,New
1601,18-25,Female,South,Repeat
1602,26-35,Female,West,Repeat
1603,26-35,Male,South,Repeat
1604,18-25,Female,South,Repeat
1605,46-60,Male,South,Repeat
1606,46-60,Male,North,New
1607,26-35,Female,South,Repeat
1608,46-60,Male,North,New
1609,36-45,Female,East,Repeat
1610,46-60,Male,South,Repeat
1611,26-35,Male,West,New
1612,46-60,Male,East,New
1613,46-60,Female,East,Repeat
1614,18-25,Male,South,New
1615,36-45,Male,North,Repeat
1616,18-25,Female,East,Repeat
1617,46-60,Male,South,Repeat
1618,46-60,Male,East,Repeat
1619,18-25,Female,East,Repeat
1620,36-45,Female,South,New
1621,26-35,Female,West,Repeat
1622,18-25,Male,West,Repeat
1623,46-60,Male,West,New
1624,46-60,Male,East,New
1625,26-35,Male,North,New
1626,46-60,Male,North,Repeat
1627,46-60,Female,East,New
1628,26-35,Male,East,Repeat
1629,46-60,Female,South,New
1630,46-60,Male,North,Repeat
1631,36-45,Male,East,Repeat
1632,18-25,Female,West,New
1633,36-45,Male,North,New
1634,36-45,Male,East,New
1635,46-60,Female,South,Repeat
1636,18-25,Female,South,Repeat
1637,18-25,Male,North,New
1638,46-60,Female,West,Repeat
1639,36-45,Male,North,New
1640,36-45,Female,East,Repeat
1641,36-45,Male,West,New
1642,18-25,Female,East,Repeat
1643,46-60,Female,West,Repeat
1644,18-25,Male,West,Repeat
1645,36-45,Female,East,New
1646,18-25,Female,North,New
1647,18-25,Female,South,Repeat
1648,46-60,Male,West,Repeat
1649,46-60,Female,West,New
1650,18-25,Female,South,Repeat
1651,26-35,Female,North,Repeat
1652,46-60,Male,South,New
1653,26-35,Male,North,Repeat
1654,46-60,Female,West,Repeat
1655,36-45,Male,West,New
1656,26-35,Female,East,Repeat
1657,36-45,Male,North,Repeat
1658,36-45,Female,South,Repeat
1659,18-25,Male,North,New
1660,36-45,Female,North,Repeat
1661,36-45,Female,North,New
1662,36-45,Male,North,Repeat
1663,36-45,Female,South,New
1664,18-25,Female,East,New
1665,18-25,Female,West,Repeat
1666,36-45,Male,South,Repeat
1667,26-35,Female,South,New
1668,46-60,Female,West,New
1669,26-35,Female,East,New
1670,36-45,Male,South,New
1671,18-25,Female,West,New
1672,36-45,Male,East,New
1673,36-45,Female,East,New
1674,18-25,Male,North,Repeat
1675,26-35,Male,South,Repeat
1676,46-60,Male,East,New
1677,36-45,Female,South,New
1678,18-25,Male,West,Repeat
1679,46-60,Male,South,New
1680,46-60,Male,East,Repeat
1681,46-60,Male,West,Repeat
1682,18-25,Male,West,Repeat
1683,36-45,Male,North,Repeat
1684,18-25,Male,West,Repeat
1685,36-45,Male,East,New
1686,26-35,Male,North,Repeat
1687,46-60,Female,East,Repeat
1688,36-45,Male,East,Repeat
1689,26-35,Male,North,Repeat
1690,18-25,Male,North,New
1691,46-60,Male,South,New
1692,36-45,Male,East,New
1693,46-60,Male,South,Repeat
1694,46-60,Male,West,New
1695,46-60,Female,West,New
1696,18-25,Female,South,Repeat
1697,46-60,Female,North,New
1698,36-45,Male,West,Repeat
1699,18-25,Male,North,New
1700,26-35,Female,South,Repeat
1701,36-45,Female,North,New
1702,18-25,Male,East,Repeat
1703,36-45,Male,West,Repeat
1704,36-45,Female,North,Repeat
1705,26-35,Female,North,Repeat
1706,18-25,Female,East,Repeat
1707,46-60,Female,North,New
1708,36-45,Male,South,Repeat
1709,36-45,Female,South,New
1710,36-45,Female,South,New
1711,36-45,Male,West,New
1712,36-45,Female,North,New
1713,18-25,Female,West,Repeat
1714,36-45,Female,West,New
1715,36-45,Male,North,New
1716,36-45,Male,North,Repeat
1717,46-60,Female,South,New
1718,46-60,Male,West,Repeat
1719,18-25,Male,West,Repeat
1720,36-45,Female,North,New
1721,36-45,Male,West,New
1722,26-35,Female,East,New
1723,46-60,Male,North,Repeat
1724,26-35,Female,South,New
1725,36-45,Male,East,Repeat
1726,36-45,Male,East,Repeat
1727,26-35,Female,South,Repeat
1728,18-25,Female,East,New
1729,18-25,Female,East,New
1730,26-35,Female,East,Repeat
1731,36-45,Male,West,Repeat
1732,26-35,Male,East,New
1733,46-60,Female,East,Repeat
1734,18-25,Male,North,Repeat
1735,26-35,Female,South,New
1736,18-25,Male,West,Repeat
1737,46-60,Female,West,Repeat
1738,36-45,Male,South,Repeat
1739,36-45,Female,West,Repeat
1740,36-45,Male,West,Repeat
1741,18-25,Male,West,Repeat
1742,46-60,Female,North,Repeat
1743,26-35,Male,North,Repeat
1744,36-45,Male,West,New
1745,18-25,Female,South,New
1746,36-45,Female,South,New
1747,46-60,Female,North,Repeat
1748,26-35,Female,North,Repeat
1749,36-45,Male,East,Repeat
1750,46-60,Female,North,Repeat
1751,18-25,Female,West,New
1752,46-60,Female,North,New
1753,18-25,Male,East,New
1754,36-45,Male,East,New
1755,36-45,Male,South,Repeat
1756,46-60,Male,South,Repeat
1757,18-25,Female,West,New
1758,46-60,Male,North,Repeat
1759,46-60,Male,East,Repeat
1760,36-45,Female,East,New
1761,36-45,Female,South,Repeat
1762,36-45,Male,South,New
1763,46-60,Female,North,Repeat
1764,46-60,Male,East,New
1765,26-35,Male,South,Repeat
1766,26-35,Male,North,Repeat
1767,46-60,Female,North,Repeat
1768,26-35,Female,North,Repeat
1769,46-60,Male,South,New
1770,36-45,Male,South,Repeat
1771,18-25,Female,South,Repeat
1772,36-45,Male,West,Repeat
1773,46-60,Female,West,Repeat
1774,36-45,Female,West,Repeat
1775,46-60,Female,South,Repeat
1776,46-60,Female,South,New
1777,26-35,Male,West,New
1778,46-60,Female,East,Repeat
1779,18-25,Female,East,Repeat
1780,26-35,Female,East,New
1781,18-25,Male,East,Repeat
1782,46-60,Male,West,Repeat
1783,36-45,Male,North,Repeat
1784,46-60,Male,North,Repeat
1785,46-60,Male,East,New
1786,36-45,Female,South,Repeat
1787,36-45,Male,East,New
1788,18-25,Male,East,Repeat
1789,26-35,Female,North,Repeat
1790,26-35,Male,South,Repeat
1791,26-35,Male,North,Repeat
1792,18-25,Female,South,Repeat
1793,18-25,Male,West,Repeat
1794,36-45,Male,North,Repeat
1795,26-35,Female,West,New
1796,46-60,Male,West,Repeat
1797,18-25,Male,East,New
1798,46-60,Female,South,Repeat
1799,26-35,Male,North,New
1800,26-35,Male,East,Repeat
1801,18-25,Male,North,New
1802,18-25,Male,West,Repeat
1803,36-45,Male,North,New
1804,46-60,Female,North,New
1805,36-45,Male,East,Repeat
1806,36-45,Female,South,New
1807,46-60,Male,North,Repeat
1808,26-35,Male,West,Repeat
1809,46-60,Female,West,Repeat
1810,26-35,Female,East,New
1811,36-45,Female,West,New
1812,26-35,Male,North,New
1813,26-35,Male,South,New
1814,26-35,Female,North,New
1815,46-60,Male,East,Repeat
1816,26-35,Male,West,Repeat
1817,46-60,Male,North,New
1818,18-25,Male,North,New
1819,18-25,Male,West,Repeat
1820,36-45,Female,South,New
1821,36-45,Male,South,Repeat
1822,46-60,Female,South,New
1823,26-35,Male,West,Repeat
1824,26-35,Male,North,Repeat
1825,18-25,Male,East,Repeat
1826,46-60,Male,North,New
